"today","grDetails_count","grDetails.1..attend","grDetails.1..sp_att","grDetails.1..who","grDetails.1..sp_gen","grDetails.1..rep","grDetails.1..rep_some","grDetails.1..rep_gen","grDetails.1..gender2","grDetails.1..rep_rel","grDetails.2..attend","grDetails.2..sp_att","grDetails.2..who","grDetails.2..sp_gen","grDetails.2..rep","grDetails.2..rep_some","grDetails.2..rep_gen","grDetails.2..gender2","grDetails.2..rep_rel","grDetails.3..attend","grDetails.3..sp_att","grDetails.3..who","grDetails.3..sp_gen","grDetails.3..rep","grDetails.3..rep_some","grDetails.3..rep_gen","grDetails.3..gender2","grDetails.3..rep_rel","grDetails.4..attend","grDetails.4..sp_att","grDetails.4..who","grDetails.4..sp_gen","grDetails.4..rep","grDetails.4..rep_some","grDetails.4..rep_gen","grDetails.4..gender2","grDetails.4..rep_rel","grDetails.5..attend","grDetails.5..sp_att","grDetails.5..who","grDetails.5..sp_gen","grDetails.5..rep","grDetails.5..rep_some","grDetails.5..rep_gen","grDetails.5..gender2","grDetails.5..rep_rel","grDetails.6..attend","grDetails.6..sp_att","grDetails.6..who","grDetails.6..sp_gen","grDetails.6..rep","grDetails.6..rep_some","grDetails.6..rep_gen","grDetails.6..gender2","grDetails.6..rep_rel","grDetails.7..attend","grDetails.7..sp_att","grDetails.7..who","grDetails.7..sp_gen","grDetails.7..rep","grDetails.7..rep_some","grDetails.7..rep_gen","grDetails.7..gender2","grDetails.7..rep_rel","grDetails.8..attend","grDetails.8..sp_att","grDetails.8..who","grDetails.8..sp_gen","grDetails.8..rep","grDetails.8..rep_some","grDetails.8..rep_gen","grDetails.8..gender2","grDetails.8..rep_rel","grDetails.9..attend","grDetails.9..sp_att","grDetails.9..who","grDetails.9..sp_gen","grDetails.9..rep","grDetails.9..rep_some","grDetails.9..rep_gen","grDetails.9..gender2","grDetails.9..rep_rel","grDetails.10..attend","grDetails.10..sp_att","grDetails.10..who","grDetails.10..sp_gen","grDetails.10..rep","grDetails.10..rep_some","grDetails.10..rep_gen","grDetails.10..gender2","grDetails.10..rep_rel","before_cook.grow","before_cook.color1.color1_loc","before_cook.color1.color1_lmpr","before_cook.color1.same_cl1","before_cook.aromay.aroma1_loc_C","before_cook.aromay.aroma1_lmpr_C","before_cook.aromay.same_ar1","before_cook.eas1.eas1_loc","before_cook.eas1.eas1_lmpr","before_cook.eas1.same_eas1","before_cook.time1.time1_loc","before_cook.time1.time1_impr","before_cook.time1.same_tm1","before_cook.exp1.exp1_loc","before_cook.exp1.exp1_lmpr","before_cook.exp1.same_exp1","before_cook.aromax.aroma1_loc_E","before_cook.aromax.aroma1_lmpr_E","before_cook.aromax.same_exp1","before_cook.taste1.taste1_loc","before_cook.taste1.taste1_impr","before_cook.taste1.same_tast1","before_cook.text1.text1_loc","before_cook.text1.text1_lmpr","before_cook.text1.same_txt1","after_cooking.color2.color2_loc","after_cooking.color2.color2_lmpr","after_cooking.color2.same_cl2","after_cooking.aromam.aroma2_loc_C","after_cooking.aromam.aroma2_lmpr_C","after_cooking.aromam.same_ar2","after_cooking.eas2.eas2_loc","after_cooking.eas2.eas2_lmpr","after_cooking.eas2.same_eas2","after_cooking.time2.time2_loc","after_cooking.time2.time2_impr","after_cooking.time2.same_tm2","after_cooking.exp2.exp2_loc","after_cooking.exp2.exp2_lmpr","after_cooking.exp2.same_exp2","after_cooking.aroma2.aroma2_loc_E","after_cooking.aroma2.aroma2_lmpr_E","after_cooking.aroma2.same_exp2","after_cooking.taste2.taste2_loc","after_cooking.taste2.taste2_impr","after_cooking.taste2.same_tast2","after_cooking.text2.text2_loc","after_cooking.text2.text2_lmpr","after_cooking.text2.same_txt2","plant","timing.time1","timing.time2","wgt_bf.WL_b","wgt_bf.WR_b","wgt_aft.WL_a","wgt_aft.WR_a","diff_L","diff_R","x","grDetails.1..respondent_gender","grDetails.2..respondent_gender","grDetails.3..respondent_gender","grDetails.4..respondent_gender","grDetails.5..respondent_gender","grDetails.6..respondent_gender","grDetails.7..respondent_gender","grDetails.8..respondent_gender","grDetails.9..respondent_gender","grDetails.10..respondent_gender"
"2023-07-07",10,"No","n/a","n/a","n/a","Yes","No","Female","n/a","b","No","n/a","n/a","n/a","Yes","Yes","Male","Male","b","Yes","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","Yes","b","Female","n/a","n/a","n/a","n/a","n/a","Yes","Yes","f","Female","n/a","n/a","n/a","n/a","n/a","Yes","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","Yes","q","Male","n/a","n/a","n/a","n/a","n/a","Yes","Yes","b","Female","n/a","n/a","n/a","n/a","n/a","Yes","Yes","d","Female","n/a","n/a","n/a","n/a","n/a","No","n/a","n/a","n/a","Yes","No","Male","n/a","c",12,0,12,0,5,0,6,0,9,0,0,9,0,0,2,12,7,0,5,10,2,3,0,11,0,0,15,1,2,14,0,0,12,0,0,16,0,0,16,0,0,16,0,0,16,0,0,16,0,16,5.09,3.57,987,987,590,578,397,409,1,"Male",NA,"Female","Male","Female","Female","Female","Male","Male","Female"
"2023-07-13",10,"Yes","Yes","d","Female","n/a","n/a","n/a","n/a","n/a","Yes","Yes","c","Male","n/a","n/a","n/a","n/a","n/a","No","n/a","n/a","n/a","Yes","Yes","Female","Male","c","Yes","Yes","e","Female","n/a","n/a","n/a","n/a","n/a","Yes","Yes","b","Male","n/a","n/a","n/a","n/a","n/a","Yes","Yes","c","Male","n/a","n/a","n/a","n/a","n/a","Yes","Yes","d","Female","n/a","n/a","n/a","n/a","n/a","Yes","Yes","b","Male","n/a","n/a","n/a","n/a","n/a","Yes","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a",7,3,12,1,13,1,2,15,8,3,5,8,3,6,7,3,14,0,2,16,0,0,0,16,0,0,16,0,1,15,0,0,16,0,16,0,0,1,14,1,1,14,1,0,16,0,1,15,0,14,10.14,10.07,944,944,545,555,399,389,1,"Female","Female","Female","Male","Female","Female","Female","Male","Female","Female"
"2023-07-05",10,"Yes","Yes","b","Female","n/a","n/a","n/a","n/a","n/a","Yes","Yes","q","Male","n/a","n/a","n/a","n/a","n/a","Yes","Yes","q","Male","n/a","n/a","n/a","n/a","n/a","Yes","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","Yes","q","Male","n/a","n/a","n/a","n/a","n/a","Yes","Yes","q","Male","n/a","n/a","n/a","n/a","n/a","Yes","Yes","b","Female","n/a","n/a","n/a","n/a","n/a","Yes","Yes","b","Female","n/a","n/a","n/a","n/a","n/a","No","n/a","n/a","n/a","Yes","No","Male","n/a","q","Yes","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a",6,0,20,0,1,18,0,0,20,0,0,20,0,0,19,0,12,7,0,3,16,0,0,19,0,0,19,0,0,19,0,19,0,0,19,0,0,19,0,0,0,19,0,0,19,0,19,0,0,18,4.14,5.03,999,999,518,558,481,441,1,"Male","Female","Female","Male","Female",NA,"Male","Male","Female","Male"
"2023-07-04",10,"Yes","Yes","b","Female","n/a","n/a","n/a","n/a","n/a","Yes","Yes","q","Male","n/a","n/a","n/a","n/a","n/a","Yes","Yes","c","Male","n/a","n/a","n/a","n/a","n/a","Yes","Yes","b","Female","n/a","n/a","n/a","n/a","n/a","Yes","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","Yes","b","Female","n/a","n/a","n/a","n/a","n/a","Yes","Yes","q","Male","n/a","n/a","n/a","n/a","n/a","No","n/a","n/a","n/a","Yes","No","Female","n/a","b","Yes","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a",12,11,4,0,15,0,0,9,5,0,15,0,0,15,0,0,15,0,0,15,0,0,4,11,0,0,16,0,3,14,0,12,0,0,5,11,0,0,17,0,1,16,0,1,15,0,1,15,0,17,4.9,4.6,993,993,539,518,454,475,1,"Male","Female","Female","Male","Male","Male","Male","Male",NA,"Male"
"2023-07-10",10,"Yes","Yes","d","Female","n/a","n/a","n/a","n/a","n/a","Yes","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","Yes","c","Male","n/a","n/a","n/a","n/a","n/a","Yes","Yes","b","Female","n/a","n/a","n/a","n/a","n/a","Yes","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","No","n/a","n/a","n/a","Yes","No","Female","n/a","f","Yes","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","No","n/a","n/a","n/a","Yes","No","Female","n/a","d","Yes","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a",8,9,4,1,7,6,1,7,4,3,8,4,2,9,3,2,8,3,3,10,3,1,7,5,2,6,7,1,1,10,3,4,9,1,0,14,0,14,0,0,1,12,1,1,13,0,1,13,0,13,6.19,5.27,993,993,592,612,401,381,1,NA,"Male","Female",NA,NA,NA,NA,"Female","Female",NA
"2023-07-13",10,"Yes","Yes","b","Male","n/a","n/a","n/a","n/a","n/a","Yes","Yes","c","Male","n/a","n/a","n/a","n/a","n/a","Yes","Yes","f","Male","n/a","n/a","n/a","n/a","n/a","Yes","Yes","c","Male","n/a","n/a","n/a","n/a","n/a","Yes","Yes","f","Male","n/a","n/a","n/a","n/a","n/a","Yes","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","Yes","q","Male","n/a","n/a","n/a","n/a","n/a","Yes","Yes","q","Male","n/a","n/a","n/a","n/a","n/a","Yes","Yes","q","Male","n/a","n/a","n/a","n/a","n/a","Yes","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a",10,0,16,1,4,13,0,0,15,2,0,16,0,0,16,1,4,13,0,5,12,0,3,14,0,0,17,0,11,2,4,13,4,0,0,17,0,0,17,0,9,8,0,8,9,0,7,11,0,15,3.52,3.23,990,990,525,420,465,570,1,"Male",NA,"Female","Female",NA,"Female","Male","Female","Female","Male"
"2023-07-10",10,"Yes","Yes","f","Female","n/a","n/a","n/a","n/a","n/a","No","n/a","n/a","n/a","Yes","No","Male","n/a","q","Yes","Yes","f","Female","n/a","n/a","n/a","n/a","n/a","Yes","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","Yes","d","Female","n/a","n/a","n/a","n/a","n/a","Yes","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","Yes","b","Female","n/a","n/a","n/a","n/a","n/a","Yes","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a",4,1,12,0,13,0,0,13,0,0,13,0,0,13,0,0,13,0,0,13,0,0,1,12,0,0,13,0,13,0,0,13,0,0,13,0,0,13,0,0,13,0,0,0,13,0,0,13,0,13,4.25,5.5,985,985,512,522,473,463,1,"Male","Female","Female","Male",NA,"Female","Female","Male","Male","Female"
"2023-07-08",10,"Yes","Yes","b","Female","n/a","n/a","n/a","n/a","n/a","Yes","Yes","b","Female","n/a","n/a","n/a","n/a","n/a","Yes","Yes","b","Female","n/a","n/a","n/a","n/a","n/a","Yes","Yes","q","Male","n/a","n/a","n/a","n/a","n/a","Yes","Yes","q","Male","n/a","n/a","n/a","n/a","n/a","Yes","Yes","b","Female","n/a","n/a","n/a","n/a","n/a","Yes","Yes","b","Female","n/a","n/a","n/a","n/a","n/a","Yes","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a",7,2,16,0,18,0,0,9,8,0,7,10,1,12,0,6,16,1,1,14,3,1,12,6,0,1,17,0,12,5,0,0,17,0,0,17,0,17,0,0,13,5,0,18,0,0,1,17,0,16,6.22,4.2,1000,1000,602,616,398,384,1,"Male","Male","Male","Male","Female","Male","Male","Male","Female","Female"
"2023-07-10",10,"No","n/a","n/a","n/a","Yes","No","Female","n/a","b","Yes","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","No","n/a","n/a","n/a","Yes","No","Female","n/a","d","No","n/a","n/a","n/a","Yes","No","Female","n/a","b","Yes","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","No","n/a","n/a","n/a","Yes","No","Male","n/a","q","Yes","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a",4,0,1,0,0,8,0,0,8,0,0,6,0,0,5,0,0,7,0,0,5,0,0,8,0,0,10,0,0,10,0,0,10,0,10,0,0,10,0,0,0,10,0,0,10,0,0,10,0,10,4.2,4.4,991,991,573,610,418,381,1,"Male","Female","Female","Female","Male","Male","Female","Male","Male","Female"
"2023-07-04",10,"Yes","Yes","b","Female","n/a","n/a","n/a","n/a","n/a","Yes","Yes","f","Male","n/a","n/a","n/a","n/a","n/a","Yes","Yes","q","Male","n/a","n/a","n/a","n/a","n/a","Yes","Yes","b","Female","n/a","n/a","n/a","n/a","n/a","No","n/a","n/a","n/a","Yes","Yes","Male","Male","c","No","n/a","n/a","n/a","Yes","No","Female","n/a","b","Yes","Yes","b","Female","n/a","n/a","n/a","n/a","n/a","Yes","Yes","b","Female","n/a","n/a","n/a","n/a","n/a","Yes","Yes","b","Female","n/a","n/a","n/a","n/a","n/a","Yes","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a",11,1,12,0,13,0,1,0,10,3,0,11,3,3,12,1,6,9,1,8,5,2,2,15,1,0,18,0,8,8,1,2,14,0,0,17,0,1,0,0,8,11,0,11,7,0,14,3,0,17,16,14,990,990,528,581,462,409,1,"Male","Male","Male","Male","Male","Male","Male","Male","Male","Male"
"2023-07-10",10,"Yes","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","No","n/a","n/a","n/a","Yes","Yes","Male","Female","c","Yes","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","Yes","q","Male","n/a","n/a","n/a","n/a","n/a","Yes","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","No","n/a","n/a","n/a","Yes","No","Female","n/a","b","No","n/a","n/a","n/a","Yes","No","Male","n/a","c",10,0,11,0,2,8,1,0,11,0,0,10,1,0,11,0,7,3,1,1,9,1,0,11,0,0,10,1,9,2,0,0,11,0,3,8,0,0,9,2,0,11,0,1,10,0,7,3,1,11,3.36,4.04,994,994,510,555,484,439,1,"Male","Female","Male","Male",NA,"Male","Female",NA,NA,"Female"
"2023-07-04",10,"Yes","Yes","b","Female","n/a","n/a","n/a","n/a","n/a","Yes","Yes","b","Female","n/a","n/a","n/a","n/a","n/a","Yes","Yes","q","Male","n/a","n/a","n/a","n/a","n/a","Yes","Yes","b","Female","n/a","n/a","n/a","n/a","n/a","Yes","Yes","c","Male","n/a","n/a","n/a","n/a","n/a","Yes","Yes","b","Female","n/a","n/a","n/a","n/a","n/a","Yes","Yes","b","Female","n/a","n/a","n/a","n/a","n/a","Yes","Yes","c","Male","n/a","n/a","n/a","n/a","n/a","Yes","Yes","b","Female","n/a","n/a","n/a","n/a","n/a","Yes","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a",4,1,17,0,18,0,0,0,17,1,9,9,0,17,1,0,17,1,0,17,1,0,16,2,0,0,18,0,0,18,0,0,18,0,0,18,0,0,18,0,0,18,0,0,18,0,2,16,0,17,9.26,7.2,1004,1004,546,600,458,404,1,"Male","Male","Female","Male","Female","Male","Male","Male","Male","Male"
